smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2382),tensor(0.2380),tensor(0.5239),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3318),tensor(0.3315),tensor(0.3368),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3190),tensor(0.3187),tensor(0.3624),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3334),tensor(0.3331),tensor(0.3334),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3335),tensor(0.3331),tensor(0.3334),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3316),tensor(0.3313),tensor(0.3371),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,tensor(0.3273),tensor(0.3459),tensor(0.3268),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3258),tensor(0.3444),tensor(0.3298),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3267),tensor(0.3452),tensor(0.3281),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3222),tensor(0.3405),tensor(0.3372),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3274),tensor(0.3460),tensor(0.3267),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3260),tensor(0.3445),tensor(0.3295),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3273),tensor(0.3459),tensor(0.3268),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2349),tensor(0.2483),tensor(0.5168),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3255),tensor(0.3440),tensor(0.3304),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3132),tensor(0.3310),tensor(0.3558),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3271),tensor(0.3457),tensor(0.3271),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3272),tensor(0.3457),tensor(0.3271),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3254),tensor(0.3438),tensor(0.3308),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3321),tensor(0.3317),tensor(0.3362),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3330),tensor(0.3325),tensor(0.3345),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3284),tensor(0.3279),tensor(0.3437),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3337),tensor(0.3333),tensor(0.3330),tensor(3),tensor(2),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3323),tensor(0.3318),tensor(0.3359),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3337),tensor(0.3332),tensor(0.3331),tensor(3),tensor(2),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2382),tensor(0.2379),tensor(0.5239),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3318),tensor(0.3314),tensor(0.3368),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3190),tensor(0.3186),tensor(0.3624),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3335),tensor(0.3330),tensor(0.3335),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3335),tensor(0.3331),tensor(0.3334),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3316),tensor(0.3312),tensor(0.3372),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3315),tensor(0.3355),tensor(0.3330),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3269),tensor(0.3309),tensor(0.3422),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3322),tensor(0.3362),tensor(0.3315),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3308),tensor(0.3348),tensor(0.3344),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3322),tensor(0.3362),tensor(0.3317),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2374),tensor(0.2403),tensor(0.5222),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3303),tensor(0.3343),tensor(0.3353),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3176),tensor(0.3215),tensor(0.3609),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3320),tensor(0.3360),tensor(0.3320),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3320),tensor(0.3360),tensor(0.3320),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3302),tensor(0.3342),tensor(0.3357),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3278),tensor(0.3292),tensor(0.3430),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3331),tensor(0.3346),tensor(0.3324),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3317),tensor(0.3331),tensor(0.3352),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3330),tensor(0.3345),tensor(0.3325),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2379),tensor(0.2389),tensor(0.5232),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3312),tensor(0.3327),tensor(0.3362),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3184),tensor(0.3198),tensor(0.3618),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3328),tensor(0.3343),tensor(0.3328),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3329),tensor(0.3343),tensor(0.3328),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3310),tensor(0.3325),tensor(0.3365),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3285),tensor(0.3438),tensor(0.3278),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3271),tensor(0.3423),tensor(0.3306),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3284),tensor(0.3437),tensor(0.3279),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2355),tensor(0.2465),tensor(0.5180),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3266),tensor(0.3418),tensor(0.3315),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3142),tensor(0.3288),tensor(0.3570),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3282),tensor(0.3435),tensor(0.3282),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3283),tensor(0.3436),tensor(0.3282),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3264),tensor(0.3417),tensor(0.3319),tensor(1),tensor(3),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3324),tensor(0.3317),tensor(0.3359),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3337),tensor(0.3330),tensor(0.3332),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2382),tensor(0.2377),tensor(0.5240),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3319),tensor(0.3312),tensor(0.3369),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3191),tensor(0.3184),tensor(0.3625),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3336),tensor(0.3329),tensor(0.3336),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3336),tensor(0.3329),tensor(0.3335),tensor(3),tensor(1),tensor(2)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3317),tensor(0.3310),tensor(0.3373),tensor(2),tensor(1),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3323),tensor(0.3359),tensor(0.3318),tensor(2),tensor(3),tensor(1)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2375),tensor(0.2401),tensor(0.5224),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3305),tensor(0.3340),tensor(0.3355),tensor(1),tensor(2),tensor(3)
NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3178),tensor(0.3212),tensor(0.3610),tensor(1),tensor(2),tensor(3)
